league_country,scraping_time,link,no,name,league,club,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Griechenland,20230421005515,https://www.transfermarkt.ch/giannis-koutantos/profil/spieler/814640,,Giannis Koutantos,,AO Porou,23,"1,78 m",Griechenland,Offensives Mittelfeld,rechts,,,04.01.2023,30.06.2023,,,,,,,,125 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421005603,https://www.transfermarkt.ch/vasilios-kafetzis/profil/spieler/877588,68,Vasilios Kafetzis,Super League 2,AO Episkopi,2.Liga,18,"1,77 m",Griechenland,Rechtsaußen,rechts,,,01.03.2021,30.06.2023,,,,,10 Tsd. €Letzte Änderung: 28.06.2021,Tsd. €,Letzte Änderung: 28.06.2021,10 Tsd. €,28.06.2021,0,2,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421005638,https://www.transfermarkt.ch/theodoros-tsirigotis/profil/spieler/468035,74,Theodoros Tsirigotis,Super League 2,AE Larisa,2.Liga,22,"1,83 m",Griechenland,Mittelstürmer,,FAIR FOOTBALL AGENCY,,19.01.2023,30.06.2023,,Griechenld. U19,2,0,300 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,350 Tsd. €,28.12.2021,0,6,,7,,,,,,,,,,,,,,,,,
Griechenland,20230421005656,https://www.transfermarkt.ch/spyros-georgousis/profil/spieler/586541,,Spyros Georgousis,,Panionios,23,"1,78 m",Griechenland,Mittelstürmer,links,KICK OFF SPORT MANAGEMENT,,08.07.2022,30.06.2023,,,,,,,,75 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421005742,https://www.transfermarkt.ch/georgios-tsoflios/profil/spieler/309144,,Georgios Tsoflios,,AE Ermionidas,27,"1,84 m",Griechenland,Mittelstürmer,rechts,Grigorios Vallis,,11.09.2021,30.06.2023,,Griechenl. U18,1,0,,,,100 Tsd. €,28.03.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421005822,https://www.transfermarkt.ch/nektarios-varouxakis/profil/spieler/880553,,Nektarios Varouxakis,,Idomeneas,24,"1,86 m",Griechenland,Mittelstürmer,,,,12.01.2023,30.06.2023,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421005912,https://www.transfermarkt.ch/stelios-tzortzinakis/profil/spieler/877572,13,Stelios Tzortzinakis,Super League 2,AO Episkopi,2.Liga,20,"1,79 m",Griechenland,Mittelstürmer,rechts,,,01.09.2020,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,25 Tsd. €,27.02.2023,6,12,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421005937,https://www.transfermarkt.ch/georgios-kostikos/profil/spieler/342895,,Georgios Kostikos,,Poseidon Mich.,25,"1,85 m",Griechenland,Mittelfeld,rechts,,,06.08.2022,30.06.2023,,,,,,,,75 Tsd. €,08.03.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010025,https://www.transfermarkt.ch/konstantinos-peristeridis/profil/spieler/160893,25,Konstantinos Peristeridis,Super League 2,GS Ilioupolis,2.Liga,31,"1,95 m",Griechenland,Torwart,rechts,Sportfront Global,,17.08.2022,30.06.2023,,Griechenland,0,0,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,500 Tsd. €,10.02.2013,84,82,100,,,,,,,,,,,,,,,,,,
Griechenland,20230421010042,https://www.transfermarkt.ch/anastasios-karagiozis/profil/spieler/399360,1,Anastasios Karagiozis,,FS Kozani,25,"1,95 m",Griechenland,Torwart,,,,31.10.2022,30.06.2023,,,,,,,,200 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010132,https://www.transfermarkt.ch/sotiris-balafas/profil/spieler/31348,,Sotiris Balafas,,Vereinslos,PAOK Saloniki,36,"1,88 m",Griechenland,Innenverteidiger,rechts,,,01.07.2022,-,,Griechenland U21,11,0,125 Tsd. €Letzte Änderung: 28.06.2021,Tsd. €,Letzte Änderung: 28.06.2021,"1,50 Mio. €",24.10.2008,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010152,https://www.transfermarkt.ch/angelos-argyris/profil/spieler/238762,,Angelos Argyris,,AS Agia Anna,28,"1,84 m",Griechenland,Innenverteidiger,rechts,teamplayer Sportmanagement,,14.01.2023,30.06.2023,,Griechenland U21,0,0,,,,250 Tsd. €,11.11.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010230,https://www.transfermarkt.ch/thomas-tsiboukas/profil/spieler/353274,3,Thomas Tsiboukas,Super League 2,Almopos,2.Liga,24,"1,85 m",Griechenland,Innenverteidiger,rechts,,adidas,02.09.2022,30.06.2023,,Griechenland U17,10,0,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,27.06.2022,89,83,,8,,,,,,,,,,,,,,,,,
Griechenland,20230421010246,https://www.transfermarkt.ch/manolis-aliatidis/profil/spieler/445971,47,Manolis Aliatidis,Super League 2,Anag. Karditsas,2.Liga,28,"1,85 m",Griechenland,Innenverteidiger,links,,,02.08.2022,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.06.2022,22,24,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421010311,https://www.transfermarkt.ch/antonis-theodoropoulos/profil/spieler/776938,,Antonis Theodoropoulos,,Olymp. Volou,21,,Griechenland,Linker Verteidiger,,,,07.07.2022,30.06.2023,,,,,,,,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010402,https://www.transfermarkt.ch/theodoros-papadopoulos/profil/spieler/42937,,Theodoros Papadopoulos,,Pyrasos,35,"1,77 m",Griechenland,Linker Verteidiger,links,,,10.08.2021,-,,,,,,,,300 Tsd. €,01.05.2009,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010450,https://www.transfermarkt.ch/ilias-polimos/profil/spieler/255682,,Ilias Polimos,,Nestos,27,"1,86 m",Griechenland,Rechter Verteidiger,rechts,,,31.01.2023,30.06.2023,,Griechenld. U19,10,1,,,,250 Tsd. €,11.06.2019,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010530,https://www.transfermarkt.ch/petros-kaloutsikidis/profil/spieler/613704,2,Petros Kaloutsikidis,Super League 2,AE Larisa,2.Liga,22,"1,76 m",Griechenland,Rechter Verteidiger,rechts,Rosko Company,,01.09.2022,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.06.2022,39,43,,10,,,,,,,,,,,,,,,,,
Griechenland,20230421010553,https://www.transfermarkt.ch/lucas-bossio/profil/spieler/434723,25,Lucas Bossio,Super League 2,Iraklis Larisas,2.Liga,33,"1,79 m",Argentinien,Defensives Mittelfeld,rechts,PANDA SPORT MANAGEMENT,,01.01.2023,30.06.2023,,,,,75 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,28.04.2019,64,59,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421010615,https://www.transfermarkt.ch/nesat-mece/profil/spieler/336086,29,Nesat Mece,Super League 2,Niki Volou,2.Liga,27,"1,84 m",Albanien,Defensives Mittelfeld,rechts,,,26.08.2020,30.06.2023,,Albanien U21,1,0,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.06.2022,11,18,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421010632,https://www.transfermarkt.ch/alexandros-bitsakos/profil/spieler/234463,,Alexandros Bitsakos,,PAS Korinthos,31,"1,83 m",Griechenland,Defensives Mittelfeld,rechts,ohne Berater,,06.08.2022,30.06.2023,,,,,,,,200 Tsd. €,28.03.2013,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010717,https://www.transfermarkt.ch/jordan-dominguez/profil/spieler/212850,8,Jordan Domínguez,Segunda Federación - Gr. I,SD Compostela,4.Liga,28,"1,77 m",Spanien,Zentrales Mittelfeld,rechts,Bahía Internacional,,12.07.2021,30.06.2023,,Spanien U17,0,0,150 Tsd. €Letzte Änderung: 29.12.2022,Tsd. €,Letzte Änderung: 29.12.2022,250 Tsd. €,01.08.2016,57,55,,8,,,,,,,,,,,,,,,,,
Griechenland,20230421010734,https://www.transfermarkt.ch/achilleas-salamouras/profil/spieler/464533,61,Achilleas Salamouras,Super League 2,PAOK Saloniki B,2.Liga,23,"1,75 m",Griechenland,Zentrales Mittelfeld,rechts,LA Football Consulting,,01.07.2021,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,27.06.2022,5,6,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421010754,https://www.transfermarkt.ch/nikolaos-petrakis/profil/spieler/877564,,Nikolaos Petrakis,,Paniliakos,21,,Griechenland,Rechtes Mittelfeld,links,,,04.08.2022,30.06.2023,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010843,https://www.transfermarkt.ch/juan-mattea/profil/spieler/743393,27,Juan Mattea,Super League 2,AO Egaleo,2.Liga,26,"1,74 m",Argentinien,Linkes Mittelfeld,,,,24.01.2023,30.06.2023,,,,,,,,25 Tsd. €,28.06.2021,0,2,,9,,,,,,,,,,,,,,,,,
Griechenland,20230421010916,https://www.transfermarkt.ch/vasilios-petsis/profil/spieler/836888,,Vasilios Petsis,,Vereinslos,01.07.2021,25,,Griechenland,Offensives Mittelfeld,,,,01.07.2021,-,,,,,,,,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421010951,https://www.transfermarkt.ch/dimitrios-ziakas/profil/spieler/537470,17,Dimitrios Ziakas,Super League 2,Ap. Larisas,2.Liga,23,,Griechenland,Offensives Mittelfeld,,Achilleas Hatzinicolaou,,05.08.2021,30.06.2023,,,,,75 Tsd. €Letzte Änderung: 27.06.2022,Tsd. €,Letzte Änderung: 27.06.2022,75 Tsd. €,27.06.2022,,,,,,KreuzbandverletzungRückkehr unbekannt,,,,,,,,,,,,,,,
Griechenland,20230421011015,https://www.transfermarkt.ch/antonis-mavrozoumis/profil/spieler/776803,,Antonis Mavrozoumis,,Dimitra Efxin.,21,"1,88 m",Griechenland,Offensives Mittelfeld,,,,01.08.2021,-,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011104,https://www.transfermarkt.ch/giannis-kopitsis/profil/spieler/618522,,Giannis Kopitsis,,Vereinslos,01.07.2021,21,,Griechenland,Offensives Mittelfeld,,,,01.07.2021,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011151,https://www.transfermarkt.ch/georgios-tzovaras/profil/spieler/369111,99,Georgios Tzovaras,Super League 1,Atromitos Athen,1.Liga,23,"1,86 m",Griechenland,Linksaußen,links,LA Football Consulting,,14.01.2022,30.06.2024,,Griechenl. U20,2,0,250 Tsd. €Letzte Änderung: 07.11.2022,Tsd. €,Letzte Änderung: 07.11.2022,250 Tsd. €,07.11.2022,0,10,,12,http://www.instagram.com/tzovaras11/,,,,19,"1,58",3,-,-,19,-,2,-,-,-,52',157'
Griechenland,20230421011205,https://www.transfermarkt.ch/lucas-garcia/profil/spieler/200470,11,Lucas García,Super League 2,Iraklis Larisas,2.Liga,35,"1,68 m",Argentinien,Linksaußen,links,ohne Berater,,26.01.2023,30.06.2023,,,,,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,300 Tsd. €,10.11.2011,50,47,,7,,,,,,,,,,,,,,,,,
Griechenland,20230421011230,https://www.transfermarkt.ch/apostolos-tsiolis/profil/spieler/281040,,Apostolos Tsiolis,,PO Fikis,26,"1,76 m",Griechenland,Linksaußen,rechts,GTSports Consulting,,12.01.2023,30.06.2023,,,,,,,,100 Tsd. €,27.12.2013,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011316,https://www.transfermarkt.ch/alex-cruz/profil/spieler/92939,20,Álex Cruz,,UD San Fernando,32,"1,65 m",Spanien,Rechtsaußen,rechts,,,28.07.2021,30.06.2023,,,,,,,,800 Tsd. €,08.02.2011,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011404,https://www.transfermarkt.ch/sergio-gonzalez/profil/spieler/359148,32,Sergio González,Serie A Primera Etapa,Mushuc Runa SC,1.Liga,28,"1,78 m",Argentinien,Mittelstürmer,rechts,PANDA SPORT MANAGEMENT,,24.01.2023,-,,,,,200 Tsd. €Letzte Änderung: 16.12.2022,Tsd. €,Letzte Änderung: 16.12.2022,"1,80 Mio. €",08.08.2016,100,85,,17,,,,,6,"1,00",1,-,-,-,5,-,-,-,-,459',459'
Griechenland,20230421011427,https://www.transfermarkt.ch/antonio-rojano/profil/spieler/139067,19,Antonio Rojano,Super League 2,Niki Volou,2.Liga,31,"1,79 m",Argentinien,Mittelstürmer,rechts,,,24.08.2019,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,400 Tsd. €,01.01.2011,28,35,,4,,,,,,,,,,,,,,,,,
Griechenland,20230421011454,https://www.transfermarkt.ch/tiberiu-serediuc/profil/spieler/192871,,Tiberiu Serediuc,,Bihor,30,"1,68 m",Rumänien,Mittelfeld,rechts,Florin Vulturar,,01.02.2023,-,,Rumänien U21,3,0,,,,600 Tsd. €,12.06.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011531,https://www.transfermarkt.ch/stefanos-martsakis/profil/spieler/193955,11,Stefanos Martsakis,Super League 2,PAE Chania,2.Liga,32,"1,73 m",Griechenland,Sturm,rechts,,,31.08.2022,30.06.2023,,,,,75 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,21.09.2012,0,4,,5,,,,,,,,,,,,,,,,,
Griechenland,20230421011555,https://www.transfermarkt.ch/alexandros-athanasopoulos/profil/spieler/357187,22,Alexandros Athanasopoulos,Super League 2,Diagoras,2.Liga,26,"1,90 m",Griechenland,Torwart,rechts,KICK OFF SPORT MANAGEMENT,,05.10.2022,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,28.12.2021,11,11,0,,,,,,,,,,,,,,,,,,
Griechenland,20230421011619,https://www.transfermarkt.ch/vangelis-pitkas/profil/spieler/96923,30,Vangelis Pitkas,Super League 2,Apollon Pontou,2.Liga,39,"1,90 m",Griechenland,Torwart,rechts,,,20.09.2021,30.06.2023,,Griechenld. U19,1,0,50 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,21.11.2012,89,87,0,,,,,,,,,,,,,,,,,,
Griechenland,20230421011636,https://www.transfermarkt.ch/rafail-giannouli/profil/spieler/876248,,Rafail Giannouli,,Ast. Pastidas,24,,Griechenland,Torwart,,,,17.09.2021,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011732,https://www.transfermarkt.ch/stelios-kapsalis/profil/spieler/240090,12,Stelios Kapsalis,Super League 2,Veria NPS,2.Liga,28,"1,86 m",Griechenland,Innenverteidiger,links,SG Agency,,24.01.2023,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,300 Tsd. €,28.12.2021,68,66,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421011754,https://www.transfermarkt.ch/antonis-karageorgis/profil/spieler/416003,4,Antonis Karageorgis,,GAS Ialysos,25,"1,84 m",Griechenland,Innenverteidiger,,Grigorios Vallis,,15.07.2022,30.06.2023,,,,,,,,200 Tsd. €,28.12.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011842,https://www.transfermarkt.ch/orgest-sulaj/profil/spieler/876219,,Orgest Sulaj,,AS Rodos,25,"1,87 m",Griechenland,Innenverteidiger,rechts,,Nike,11.08.2018,30.06.2023,,,,,,,,125 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421011928,https://www.transfermarkt.ch/dionysis-makrydimitris/profil/spieler/96787,,Dionysis Makrydimitris,,AERA Afantou,38,"1,83 m",Griechenland,Innenverteidiger,rechts,,,31.10.2022,30.06.2023,,,,,,,,350 Tsd. €,21.12.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012016,https://www.transfermarkt.ch/anastasios-pagonis/profil/spieler/62480,,Anastasios Pagonis,,Almyros Gaziou,37,"1,78 m",Griechenland,Innenverteidiger,rechts,,,07.07.2022,30.06.2023,,,,,,,,300 Tsd. €,14.06.2008,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012102,https://www.transfermarkt.ch/giannis-pechlivanopoulos/profil/spieler/232619,14,Giannis Pechlivanopoulos,Super League 2,AO Egaleo,2.Liga,28,"1,77 m",Griechenland,Linker Verteidiger,links,Zafi Agent,,17.08.2022,30.06.2023,,,,,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,28.06.2021,11,12,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421012126,https://www.transfermarkt.ch/konstantinos-nikolopoulos/profil/spieler/235538,,Konstantinos Nikolopoulos,,AS Rodos,29,"1,82 m",Griechenland,Linker Verteidiger,links,,,15.07.2019,30.06.2023,,,,,,,,200 Tsd. €,28.12.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012213,https://www.transfermarkt.ch/chrysostomos-revythopoulos/profil/spieler/256968,,Chrysostomos Revythopoulos,,Pandramaikos,27,"1,75 m",Griechenland,Rechter Verteidiger,rechts,,,11.01.2022,30.06.2023,,,,,,,,150 Tsd. €,07.06.2015,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012301,https://www.transfermarkt.ch/vasilios-baxevanos/profil/spieler/206628,29,Vasilios Baxevanos,Super League 2,GS Ilioupolis,2.Liga,29,"1,81 m",Griechenland,Defensives Mittelfeld,rechts,Zafi Agent,,21.01.2023,30.06.2023,,,,,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,09.04.2012,33,52,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421012323,https://www.transfermarkt.ch/kevi-hysi/profil/spieler/358651,19,Kevi Hysi,,Agios Nikolaos,27,,Albanien,Zentrales Mittelfeld,rechts,ohne Berater,,20.07.2022,30.06.2023,,,,,,,,125 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012409,https://www.transfermarkt.ch/martin-liechti/profil/spieler/290021,10,Martin Liechti,2. Liga Inter - Gr. 1,Lancy FC,5.Liga,24,"1,76 m",Schweiz,Rechtes Mittelfeld,links,Familienangehörige,Nike,20.07.2021,30.06.2023,,Schweiz U20,2,0,,,,250 Tsd. €,08.01.2018,60,53,,12,,,,,15,"2,33",7,-,-,3,11,1,-,-,-,137',956'
Griechenland,20230421012426,https://www.transfermarkt.ch/gonzalo-ritacco/profil/spieler/644109,10,Gonzalo Ritacco,Liga FUTVE,Táchira,1.Liga,29,"1,75 m",Argentinien,Offensives Mittelfeld,links,,,01.01.2023,31.12.2023,,,,,200 Tsd. €Letzte Änderung: 04.04.2023,Tsd. €,Letzte Änderung: 04.04.2023,250 Tsd. €,31.12.2019,78,72,,25,,,,,8,"1,75",2,2,-,1,5,2,-,-,1,291',581'
Griechenland,20230421012451,https://www.transfermarkt.ch/georgios-delaportas/profil/spieler/132894,13,Georgios Delaportas,,GAS Ialysos,34,,Griechenland,Offensives Mittelfeld,rechts,,,14.07.2022,30.06.2023,,,,,,,,150 Tsd. €,11.07.2011,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012540,https://www.transfermarkt.ch/georgios-vourgountzis/profil/spieler/876232,7,Georgios Vourgountzis,Super League 2,Diagoras,2.Liga,22,,Griechenland,Offensives Mittelfeld,beidfüßig,,,05.10.2022,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,125 Tsd. €,28.12.2021,33,40,,8,,,,,,,,,,,,,,,,,
Griechenland,20230421012616,https://www.transfermarkt.ch/alexandros-aretoglou/profil/spieler/876239,10,Alexandros Aretoglou,,Diagoras Vatiou,22,,Griechenland,Offensives Mittelfeld,rechts,,,01.07.2021,-,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012708,https://www.transfermarkt.ch/alexandros-arnarellis/profil/spieler/240723,20,Alexandros Arnarellis,Super League 2,PS Kalamata,2.Liga,31,"1,80 m",Griechenland,Linksaußen,beidfüßig,Target Sport,,01.07.2022,30.06.2023,,,,,250 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,350 Tsd. €,11.06.2019,47,50,,28,,,,,19,"1,89",3,4,-,11,8,-,-,-,2,253',760'
Griechenland,20230421012729,https://www.transfermarkt.ch/andreas-tsipras/profil/spieler/256712,,Andreas Tsipras,,Panionios,29,"1,80 m",Griechenland,Linksaußen,rechts,KICK OFF SPORT MANAGEMENT,,01.07.2022,30.06.2023,,,,,,,,200 Tsd. €,26.04.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012814,https://www.transfermarkt.ch/vangelis-makris/profil/spieler/623559,9,Vangelis Makris,,Eolikos,24,,Griechenland,Mittelstürmer,rechts,,,14.10.2022,30.06.2023,,,,,,,,75 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012904,https://www.transfermarkt.ch/antonis-giondis/profil/spieler/96635,,Antonis Giondis,,Vereinslos,01.07.2022,34,"1,90 m",Griechenland,Mittelstürmer,rechts,,,01.07.2022,-,,,,,25 Tsd. €Letzte Änderung: 28.06.2021,Tsd. €,Letzte Änderung: 28.06.2021,200 Tsd. €,09.04.2012,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421012933,https://www.transfermarkt.ch/giannis-vasiliadis/profil/spieler/882302,,Giannis Vasiliadis,,GS Marko,23,,Griechenland,Sturm,,,,03.09.2021,30.06.2023,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013025,https://www.transfermarkt.ch/stelios-pikoulis/profil/spieler/893138,,Stelios Pikoulis,,GS Marko,22,,Griechenland,Mittelfeld,,,,01.07.2021,30.06.2023,,,,,,,,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013116,https://www.transfermarkt.ch/georgios-kaftiranis/profil/spieler/548243,,Georgios Kaftiranis,,Eolikos,24,,Griechenland,Mittelfeld,,,,28.10.2022,30.06.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013212,https://www.transfermarkt.ch/athanasios-pantos/profil/spieler/402644,1,Athanasios Pantos,Super League 2,Kallithea,2.Liga,24,"1,90 m",Griechenland,Torwart,,,,31.07.2020,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,28.06.2021,0,0,0,,,,,,,,,,,,,,,,,,
Griechenland,20230421013236,https://www.transfermarkt.ch/anastasios-kourepinis/profil/spieler/668553,,Anastasios Kourepinis,,Vereinslos,01.07.2021,31,,Griechenland,Torwart,,,,01.07.2021,-,,,,,,,,75 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013312,https://www.transfermarkt.ch/michalis-kouroupakis/profil/spieler/879549,,Michalis Kouroupakis,,Vereinslos,01.07.2022,28,"1,89 m",Griechenland,Torwart,rechts,Innova Sports Management,,01.07.2022,-,,,,,25 Tsd. €Letzte Änderung: 28.06.2021,Tsd. €,Letzte Änderung: 28.06.2021,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013336,https://www.transfermarkt.ch/georgios-kritikos/profil/spieler/590200,,Georgios Kritikos,,Aris Petroupolis,30,"1,88 m",Griechenland,Innenverteidiger,rechts,,,31.01.2023,30.06.2023,,,,,,,,150 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013421,https://www.transfermarkt.ch/dimitrios-theodorakis/profil/spieler/456377,,Dimitrios Theodorakis,,Almyros Gaziou,27,"1,89 m",Griechenland,Innenverteidiger,rechts,THE LEGION AGENCY,,05.01.2023,30.06.2023,,,,,,,,200 Tsd. €,11.06.2019,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013505,https://www.transfermarkt.ch/georgios-kalyvas/profil/spieler/690071,,Georgios Kalyvas,,Panionios,26,,Griechenland,Innenverteidiger,,,,23.07.2022,30.06.2023,,,,,,,,150 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013557,https://www.transfermarkt.ch/pavlos-moustafidis/profil/spieler/34295,,Pavlos Moustafidis,,GS Marko,36,"1,81 m",Griechenland,Innenverteidiger,rechts,,,21.08.2021,30.06.2023,,,,,,,,300 Tsd. €,28.03.2013,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013644,https://www.transfermarkt.ch/anastasios-boskouidis/profil/spieler/537946,,Anastasios Boskouidis,,Fostiras,22,"1,86 m",Griechenland,Innenverteidiger,,,,07.10.2021,-,,Griechenland U17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013731,https://www.transfermarkt.ch/gerasimos-papangelis/profil/spieler/357192,,Gerasimos Papangelis,,AO Karavas,25,"1,81 m",Griechenland,Linker Verteidiger,links,GF Scouter,,27.08.2022,30.06.2023,,Griechenl. U18,1,0,,,,200 Tsd. €,26.04.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013811,https://www.transfermarkt.ch/ilias-ropas/profil/spieler/331674,,Ilias Ropas,,APO Keratsini,28,"1,81 m",Griechenland,Linker Verteidiger,links,,Mizuno,01.02.2023,30.06.2023,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013856,https://www.transfermarkt.ch/gilberto-gega/profil/spieler/711153,,Gilberto Gega,,GS Marko,20,"1,84 m",Albanien,Linker Verteidiger,links,,,14.07.2022,30.06.2023,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421013944,https://www.transfermarkt.ch/christoforos-karagiannis/profil/spieler/586722,2,Christoforos Karagiannis,Super League 2,OF Ierapetras,2.Liga,23,"1,75 m",Griechenland,Rechter Verteidiger,rechts,,,26.08.2022,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,27.02.2023,100,100,,4,,,,,,,,,,,,,,,,,
